Test Case ID,Description,Pre-conditions,Steps Taken,Expected Output,,Actual Output,Comments,Tester,Date Tested,Version
t1.3.15,Forgot Password – User cannot request a new OTP before the 1-minute cooldown period has passed,"1. The Teller App is launched.
2. The user is on the OTP verification screen for forgot password.
3. The 1-minute cooldown has not yet elapsed.","1. Find and click the ""Request a new OTP"" link.","1. The ""Request a new OTP"" is not yet displayed
2. No new OTP should be generated or sent.
3. The countdown timer should continue until the full 1-minute duration completes.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/12/26,
t1.3.16,Forgot Password – User can request a new OTP after the cooldown,"1. The Teller App is launched.
2. The user is on the OTP verification screen for forgot password.
3. The previous OTP has expired or the 1-minute cooldown has completed.","1. Click the ""Request a new OTP"" link.
2. Check the registered email for a new OTP.
3. Enter the newly received OTP.
4. Click on CONTINUE button.","1. The user receives the new OTP via email.
2. A modal is displayed with the message:
""Success! Password has been changed successfully.""",,https://pvillados-nmblr.github.io/teller-automation/reports/rural-bank-san-antonio/t1.3.13-17/report.html#totals,,Peach,4/22/26,
t1.3.17,Forgot Password – Previously received OTP is no longer valid after requesting a new OTP,"1. The Teller App is launched.
2. The user is on the OTP verification screen for forgot password.
","1. Click the ""Request a new OTP"" link.
2. Attempt to enter the previously received OTP.
3. Observe system behavior.
4. Repeat with further OTP resend attempts.","1. System displays:
""OTP is either invalid or has expired, Please try again or request a new OTP.""

2. All previously sent OTPs are invalidated once a new OTP is generated.",,,,Peach,9/11/26,
t1.3.18,Forgot Password – Validation on the 5th failed OTP attempt (maximum allowed attempts),"1. The Teller App is launched.
2. The user is on the OTP verification screen for forgot password.
3. System allows a max of 5 OTP input attempts per session.","1. Enter invalid OTP 4 times.
2. On the 5th attempt, enter another invalid OTP.
3. Observe system response.
4. Click ""CONFIRM"".","1. After the 5th failed attempt, system shows:
“Verification Failed: You have reached the maximum number of attempts. For your security, we’re redirecting you to the previous page.”

2. User is redirected back to the Reset your password page.",,,manually tested to avoid rate limit,Peach,9/11/26,
t1.3.19,Forgot Password – Validation on 5th OTP attempt across multiple resend requests,"1. The Teller App is launched.
2. The user is on the OTP verification screen for forgot password.
3. System allows a max of 5 OTP input attempts per session.","1. Enter 2 invalid OTPs.
2. Click the ""Request a new OTP"" link.
3. Enter 2 more invalid OTPs.
4. Click the ""Request a new OTP"" link again.
5. Enter a 5th invalid OTP.
6. Observe system response.
7. Click ""CONFIRM"".","1. After the 5th failed attempt, system shows:
“Verification Failed
You have reached the maximum number of attempts. For your security, we're redirecting you to the previous page.""

2. User is redirected back to the Reset your password page.",,,,Peach,9/11/26,
t1.3.20,Forgot Password – Behavior when OTP session expires before reaching max attempts,"1. The Teller App is launched.
2. The user is on the OTP verification screen for forgot password.
3. The OTP session timeout is set (e.g., 5 minutes).","1. Enter invalid OTP 3 times within the active session.
2. Wait for OTP session to expire (e.g., after 5 minutes).
3. Attempt to enter another OTP (4th attempt) regardless of validity.
4. Click the ""Request a new OTP"" link.
5. Click ""CONFIRM"".","1. On 4th input after session expiry, system shows:
“OTP is either invalid or has expired. Please try again or request a new OTP.”

2. After clicking ""Request a new OTP"" , system shows:
“Your one-time password has expired. Request a new code to continue.

3. Clicking ""Request New Code"" redirects user back to the Reset your password page.",,,manually tested since it takes 5 mins and needs the real OTP,Peach,9/11/26,
t1.3.21,Forgot Password - Verify that the user's email is blocked for 60 minutes after 3 unverified Forgot Password OTP sessions with 5 invalid attempts per session,"1.User is registered.
2. Email is not currently blocked.
","1. Initiate Forgot Password Session #1
 - Enter 5 incorrect OTP(s)
2. Initiate Forgot Password Session #2
 - Enter 5 incorrect OTP(s)
3. Initiate Forgot Password Session #3
 - Enter 5 incorrect OTP(s)

4. Attempt to initiate Forgot Password Session #4
5. Click ""CONFIRM""","1. After the 3rd unverified OTP session, if all 3 occurred within 15 minutes, the system blocks the user's email for 60 minutes.

2. After the 3rd unverified session, an error message is displayed:
""You have exceeded the maximum number of OTP attempts. You can try again in 59 mins.""

3. Any attempt in clicking ""SEND VERIFICATION CODE"" from the Forgot Password page during the block period should return an error message:

""You have exceeded the maximum number of OTP attempts. You can try again in <time remaining> minutes.""

4. Clicking ""CONFIRM"" will close the modal and user is still on the Forgot Password page

5. Email sent to the costomer.
Subject: Security Notice: Unusual Activity Detected on Your Account

Body:
Hi <Teller Name>,

We noticed several attempts to access your account that exceeded our security limits. To help keep your account safe, we’ve temporarily locked it as a precaution.

If these attempts were made by you, no further action is needed. You can try signing in again after the cooldown period. If you need immediate access, please contact <replace customer support email> for assistance with resetting your account.",,,manual,Peach,9/16/26,
t1.3.22,Forgot Password- Verify that the user's email is blocked for 60 minutes after 3 unverified Forgot Password OTP sessions (abandoned sessions),"1.User is registered.
2. Email is not currently blocked.
","1. Initiate Forgot Password Session #1
 - Leave the OTP input field blank
 - Cancel the OTP verification and go back to home page.

2. Initiate Forgot Password Session #2
 - Leave the OTP input field blank
 - Cancel the OTP verification and go back to home page.

3. Initiate Forgot Password Session #3
 - Leave the OTP input field blank
 - Cancel the OTP verification and go back to home page.

4. Attempt to initiate Forgot Password Session #4","1. After the 3rd unverified OTP session, if all 3 occurred within 15 minutes, the system blocks the user's email for 60 minutes.

2. After the 3rd unverified session, an error message is displayed:
""You have exceeded the maximum number of OTP attempts. You can try again in 59 mins.""

3. Any attempt in clicking ""SEND VERIFICATION CODE"" from the Forgot Password page during the block period should return an error message:

""You have exceeded the maximum number of OTP attempts. You can try again in <time remaining> minutes.""

4. Clicking ""CONFIRM"" will close the modal and user is still on the Forgot Password page

5. Email sent to the costomer.
Subject: Security Notice: Unusual Activity Detected on Your Account

Body:
Hi <Teller Name>,

We noticed several attempts to access your account that exceeded our security limits. To help keep your account safe, we’ve temporarily locked it as a precaution.

If these attempts were made by you, no further action is needed. You can try signing in again after the cooldown period. If you need immediate access, please contact <replace customer support email> for assistance with resetting your account.",,,manual,Peach,9/16/26,
t1.3.23,Forgot Password - Verify that a user receives a blocking error message when trying to reset password through Forgot Password process with an email address that is currently blocked.,1. The user's email has been blocked due to failed OTP attempts ,"1. During the 60-minute blocking period, attempt to reset password using the blocked email address multiple times.
2. Observe the system’s response.","1. System does not proceed with OTP generation.

2. A clear error message is displayed indicating the email is blocked:

""You have exceeded the maximum number of OTP attempts. You can try again in <time remaining> minutes.""

3. Each time the user attempts to initiate forgot password while the email is still blocked, the system displays the same error message, with the remaining block time updated accordingly.",,,manual,Peach,9/16/26,
t1.3.24,Forgot Password - Verify that a user can reset password successfully through forgot password  with a valid OTP after the 60-minute block period has expired.,1. The user's email was blocked and 60 minutes have passed.,"1. Wait until 60 minutes have passed since the block was applied.
2. Attempt to initiate Forgot Password using the same email.
3. Enter the correct OTP.","1.Forgot password process resumes normally.
2. OTP is sent and validated successfully.
3. Password update is successful..",,,manual,Peach,4/23/26,
